xml:id,forename,surname,addName,role,trait_texts,birth_date,birth_place,death_date,death_place,nationality,works,ulan,bnf,viaf,isni,vat,wikidata
NicolasPoussin,Nicolas,Poussin,"M.; Monsieur Poussin; NICOLAS POUSSIN; Nicolas Poussin; Nicolò
            Pussino; Mr. Poussin; Le Poussin; N. POUSSIN; M.
            Poussin; le
            Poussin; Poussins; POUSSIN; Poussin; Pussino; Pousin",peintre français,"Poussin was born into a family of some local distinction in Normandy, where he probably received early training in painting. He spent
            most of his formative years in Paris, and he then went to Italy by at least 1624. He was a popular and influential painter who
            successfully subordinated dramatic narrative and the expression of extreme states of human passions to the formal harmony of designs,
            which were based on the beauty and precision of abstract forms. His work epitomized the contemporary search for equilibrium and synthesis
            between the forces of the Classical and the Baroque around which most artistic critical debate in Rome was concentrated during the 1630s.
            F",1594,Les Andelys,1665,Roma,royaume de France,,500005036,119204967,24606800,0000000120999120,495/9241,Q41554
CassianoDalPozzo,Cassiano dal,Pozzo,Cassiano dal Pozzo; cavaliere del Pozzo; Cavallier del Pozzo,érudit et mécène des arts italien,"scientifique, érudit classique",1588-02-21,Turin,1657-10-22,Rome,,,500284809,12223525n,88349419,0000000083451130,495/828,Q1048333
CharlesPoerson,Charles,Poërson,Charles Person; Person,peintre et dessinateur français,,1609-01-01,Metz,1667-03-05,Paris,France,,500008664,13182014k,2612157,0000000066508860,,Q2960032
Praxitele,,Praxitele,Praxitèle; Praxitelles; Prassitele; Praxiteles; Praxitelle; Prasitele; Praxitele; Praxitéle,sculpteur grec ancien,sculpteur ou sculptrice,0395,Athènes,0330,N/A,Athènes,,500010499,13163357h,76163187,0000000095614259,495/40465,Q105290
GirolamoPreti,Girolamo,Preti,Girolamo Preti,italian poet,,1582,Bologna,1626,Barcellona,,,,,,,,
AndreaPrevitali,Andrea,Previtali,Giovanetto Cordeliaghi,peintre italien (1480–1528),Comment on works: religious | dit le Cordeliaghi Giovanetto Cordeliaghi chez Monier ?,1480,Bergamo,1528,Bergamo,,,500027274,,3662148753690741320001,0000000084025467,,Q1097187
Priam,Priam,Priam,Priam; Priamo,"personnage de la mythologie grecque, dernier roi de Troie",N/A,,N/A,,Troie,Troie,,,165721153,170032012,,,Q170473
FrancescoPrimaticcio,Francesco,Primaticcio,Le Primatrice; Le Primatice Abé de saint Martin; François Primatice Boulonnois; le Primaticio Boloigne; Abé de Saint Martin; François Primaticcio; Abé de saint Martin; Primatiste Bolonois; Francois Primatice; FRANCOIS PRIMATICE; Abé saint Martin; le Primaticcio; le Primatice; Le Primatice; Primaticcio; Primaticio; Primatice,peintre italien du XVIe s.,"Primaticcio was the most influential Italian artist in France in the 16th century. Together with Rosso Fiorentino they created a style of
            mixing stucco decoration with mannerist paintings that became known as the Fontainebleau school. Italian painter, architect and sculptor.
            Comment on works: Religious; Allegory; History. | dit il Bologna ou le Primatice en français",1504-04-30,Bologna,1570-01-01,Paris,France,,500000613,12001489c,19687875,0000000121229881,495/98496,Q333366
Primatice,Le,Primatice,,peintre italien du XVIe s.,,1504-04-30,Bologne,1570-01-01,Paris,France,,500000613,12001489c,19687875,0000000121229881,495/98496,Q333366
AttiusPriscus,Atticus,Priscus,Attius Priscus; Actius Priscus; Priscus,n/a,artiste peintre,,N/A,,N/A,,,,,,,,Q780907
PytheosdePriene,Pitide,Priène,Pithio; Pithio Architetto,architecte grec de l'Antiquité,architecte | on trouve Pithio chez Zuccari,0350,Priène,0400-01-01,N/A,,,500003251,,74242466,0000000004310867,,Q1243502
CamilloProcaccini,Camillo,Procaccini,Camillo Procaccini,peintre italien,Italian mural painter. Comment on works: Religious,1561-03-03,Bologna,1629-08-21,Milano,Italie,,500013041,13178288x,95760645,0000000118506403,495/30324,Q366999
ErcoleProcacciniI,Ercole I,Procaccini,Ercole Porcaccino; Ercole Porcacino; Hercule Porcacino,peintre italien,"Painter, he studied with Prospero Fontana and the two artists worked together in Rome in 1551. Active in Parma before 1560 and during
            part of that decade, in 1569 Ercole is documented back in Bologna. Ercole was active as an officer in the newly formed painters’ guild
            Compagnia dei Pittori between 1569 and 1585 and its head from January to April 1585, just before he left Bologna. The Procaccini family
            moved to Milan in the mid-1580s. Comment on works: Religious | dit Ercole Procaccini il Vecchio ou Ercole Procacino",1520,Bologna,1595-01-01,Milano,Italie,,500031975,,965160728549310380008,,,Q3056023
GiulioCesareProcaccini,Giulio Cesare,Procaccini,Jules Cesar Percacino,peintre et graveur italien,"Painter and sculptor, son of Ercole Procaccini. Having moved to Milan with the rest of the family in the mid-1580s, he trained as a
            sculptor, perhaps in the workshop of Francesco Brambilla (ii), and then worked (1591–9) for the workshop of Milan Cathedral. Italian
            painter, printmaker.",1574,Bologna,1625-11-14,Milano,États pontificaux,,500017888,12430246m,84969068,0000000066317722,495/187908,Q1119589
Promethee,Prométhée,Promethee,Prométhée; Promethée; Prometheo; Promethée; Prometeo,personnage de la mythologie grecque,N/A,,N/A,,N/A,,,,11967694m,3263350,,,Q83160
Proserpine,Proserpine,Proserpine,Proserpine,divinité de la mythologie romaine,N/A,,N/A,,N/A,,,,,25393445,,,Q14515330
Protagoras,Protagoras,Protagoras,Protagoras; Protagora,philosophe antique,philosophe,0486,Abdère,0420,mer Ionienne,,,,13197834t,286687547,0000000085655428,495/28987,Q169243
Protogene,Protogène,Protogene,Protogène; l'antico pittore da Cauno; Protogene da Cauno; Protogéne; Protogenes; Protegene; PROTOGENE; Protogéne; Protogene; Protogine,peintre antique,artiste peintre,0400-01-01,Kaunos,0360,N/A,,,500123634,136163034,96594171,,,Q930914
Protee,Protée,Protée,Protée; Prothée,divinité marine de la mythologie grecque dotée du don de prophétie et du pouvoir de se métamorphoser,N/A,,N/A,,N/A,,,,14483151z,67309404,,,Q191481
Proxenidas,,Proxenidas,Proxenidas; Proxenide,,,,,,,,,,,,,,
DionDePruse,"Dion, de",Pruse,Dion Chrysostome,philosophe et orateur grec,"orateur ou oratrice, philosophe, écrivain ou écrivaine",0040,Bursa,0120,N/A,Rome antique,,,12126132c,100906841,0000000122835285,495/40439,Q334457
Psammetique,Psammétique,Psammétique Ier,Psammétique Ier; Roy Psammaticus; Psammetique,1er pharaon égyptien de la XXVIème dynastie,homme d'État,0700-01-01,N/A,0610-01-01,Taphnis,Égypte antique,,,,61108761,0000000084527192,,Q328763
Longin,Pseudo-Longin,Pseudo-Longin,Longin,auteur anonyme du Traité du sublime,"écrivain ou écrivaine, critique littéraire",0100,N/A,0100,N/A,,,,,281851250,000000045302644X,,Q744540
Psyche,Psyché,Psyché,Psyché; Phiché; Psiche; Psiché,personnage de la mythologie gréco-romaine,N/A,,N/A,,N/A,,,,,130145541826296600114,,495/317310,Q843382
Ptolemee,,Ptolémée,Ptolomée; Ptolemée; Tolomeo; Tolomei,,,,,,,,,,,,,,
DomenicoPucci,Domenico,Pucci,Domenico Pucci,peintre,,,,,,,,,,,,,
LorenzoPucci,Lorenzo,Pucci,Lorenzo Pucci; Cardinal Santi-quatre,prélat catholique,"prêtre catholique, évêque catholique",1458-08-18,Florence,1531-09-16,Rome,États pontificaux,,,,37813554,0000000016368433,,Q745434
PierrePuget,Pierre,Puget,Puget de Marseille,"architecte, sculpteur et peintre français","A French sculptor during the reign of Louis XIV, Puget maintained an Italian Baroque style despite that French taste favored more
            classicizing works. His work is expressive and dramatic. French painter and architect. Comment on works: History; (Sculptor, Architect and
            Painter)",1620-10-16,Marseille,1694-12-02,Marseille,France,,500014694,12215567v,27116225,0000000120958062,495/286911,Q371979
Pulcherie,Pulchérie,Pulcherie,Pulchérie; Pulcherie,impératrice byzantine,souverain,0399-01-19,Constantinople,0453-07-01,Constantinople,Empire byzantin,,,,59880313,0000000055392911,,Q231919
EgidioPusterla,Egidio,Pusterla,Aegidius Pusterla,,Inquisiteur,,,,,,,,,,,,
Putiphar,Potiphar,Putiphar,Potiphar,personnage du Livre de la Genèse,N/A | officier du pharaon,,N/A,,N/A,,,,,22938187,,,Q1148687
FrancoisDuPuy,François du,Puy,François Du Puy; Mr. François du Puy,n/a,"prêtre catholique, juriste, jurisconsulte, théologien catholique",1450,Saint-Bonnet-le-Château,1521-09-15,Grande Chartreuse,,,,119999382,7400473,0000000079700448,,Q65146534
Pygmalion,Pygmalion,Pygmalion,Pygmalion; Pigmalione; Pigmalion,"personnage de la mythologie grecque, sculpteur et roi de Chypre",sculpteur ou sculptrice,,N/A,,N/A,,,,11937905c,54940935,,,Q192343
Pymandre,Pymandre,,Pymandre,,"Personnage du dialogue dans les entretients de Félibien. ""Ami"" de Félibien",,,,,,,,,,,,
Pyrgotele,Pyrgotélès,Pyrgotèle,Pyrgotélès; Pyrgotéle,glypticien antique,glypticien,,N/A,,N/A,,,500022074,,95817229,,,Q1243453
Pyrrhon,Pyrrhon,Pyrrhon d'Elis,Pyrrhon d'Élis; Pyrron; Pirro; Piron,philosophe cynique du IVe siècle av. J.-Chr.,"philosophe, artiste peintre, écrivain ou écrivaine",0360,Élis,0270,N/A,,,,12382119s,30906240,0000000087936856,,Q192313
Pythagore,,Pythagore,Pythagore; Pythagoras; Pithagore; Pittagora; Pytagore; Pitagora,philosophe et mathématicien grec (vers 580-vers 495 avant JC),"mathématicien ou mathématicienne, philosophe, personnalité politique, écrivain ou écrivaine, musicologue, théoricien ou théoricienne de
            la musique",0550,Sámos,0490,Métaponte,Samos,,500329588,11920816v,162237897,0000000374984682,495/17829,Q10261
Pytheas,Pythéas,Pytheas,Pithius,explorateur grec massaliote,"explorateur ou exploratrice, astronome | Père d'Apelle, Pithius dans le corpus",0359,Massalia,0289,N/A,,,,13620396q,311417543,0000000449445852,495/7675,Q189971
Pytis,,Pytis,Pytis,,,,,,,,,,,,,,
ParisMythologie,Pâris,Pâris,Pâris; Paride; Paris; PARIS,"personnage de la mythologique grecque, fils de Priam",gardien de troupeau,,N/A,,N/A,,,,,807597,,,Q167646
Pelopidas,Pélopidas,Pélopidas,Pélopidas; Pelopidas,militaire thébain,"personnalité politique, militaire",0450,Thèbes,0364-01-01,bataille de Cynoscéphales,Thèbes,,,,81573492,0000000078845354,,Q316059
Pelee,Pélée,Pélée,Pélée; Peleo,personnage de la mythologie grecque,personnalité politique,,Égine,,N/A,,,,13742161k,35263343,,,Q178641
Penee,,Pénée,,,,,,,,,,,,,,,
Penelope,Pénélope,Pénélope,Pénélope; Penelope,personnage de la mythologie grecque,N/A,,N/A,,N/A,,,,124806442,47558096,,,Q165769
Pericles,Périclès,Périclès,Périclès; Pericles; Pericle,"homme d'État, orateur et stratège athénien (vers 495-429 avant JC)","personnalité politique, militaire, homme d'État, orateur ou oratrice, officier d'armée de terre",0494,Athènes,0429-01-01,Athènes,Athènes,,500372674,119402487,84036422,0000000118277540,495/5423,Q80398
Perugin,Le,Pérugin,Perugin; Pierre de Perouse; Pierre Perrugino; Pierre Perrugin; Pietro Perugino; Piétre Pérugin; Pierre Perugin; PIETRE PERUGIN; Piétre Perugin; Piétre Pérugin; Pierre Perusin; P. Perrugin; le Pérugin; le Perugin; Perugino; Pérugin,peintre italien de la Renaissance,"Perugino was active in Perugia, Florence and Rome in the late 15th and early 16th centuries. He is known for developments in painting
            style transitional from the early Renaissance to the High Renaissance. He was the teacher of the famous artist, Raphael. He developed a
            compositional stye combining Florentine figures with Umbrian structure and space; Raphael adopted it and it became popular throughout
            Europe.",1448,Città della Pieve,1523,Fontignano,Italie,,500024544,139493150,228460912,0000000386920520,495/26194,Q5827
ErasmusIIQuellinus,Erasmus II,Quellinus,ERASME QUILLINUS; Erasme Quillinus; Erasme Quillin,peintre flamand (1607-1678),Comment on works: History; Religious,1607-11-19,Antwerpen,1678-11-07,Antwerpen,Pays-Bas méridionaux,,500117086,14416327x,35253663,0000000109642374,495/58043,Q625228
JacopoDellaQuercia,Jacopo,Quercia,Jacopo della Quercia; Jaques dalla Quercia,artiste italien,Comment on works: sculptor,1374-01-01,Quercegrossa,1438-10-20,Siena,,,500026501,14966189t,66737643,0000000115732579,495/43605,Q314797
CharlesQuint,Charles,Quint,Charles Quint; l'Empereur Charles-Quint; Empereur Charles-Quint; Charles-Quint; Carlo quinto; Charlequint; Charles V,"roi des Espagnes et empereur du Saint-Empire d'origine flamande, au XVIe s.",monarque | Empereur du saint Empire de 1520 à 1558 et Roi d'Espagne de 1516 à 1556,1500-02-24,Gand,1558-09-21,monastère de Yuste,Saint-Empire romain germanique,,500231828,12038246v,88598818,0000000120965852,495/57540,Q32500
QuinteCurce,,Quinte-Curce,Quinte-Curce; Quinte Claude; Quinte Curse; Quinte Curce; Quinte-Curse,historien romain,"historien ou historienne, écrivain ou écrivaine, personnalité politique",0100,N/A,0050,province d'Afrique,Rome antique,,500057142,12023228h,73866222,0000000118779161,495/65047,Q5959
Quintilien,Marcus Fabius,Quintilianus,Quintilien; Quintiliano,rhéteur romain,"pédagogue, rhéteur ou rhétrice, poète ou poétesse, avocat ou avocate, enseignant ou enseignante, écrivain ou écrivaine",0035-01-01,Calahorra,0096-01-01,Rome,Rome antique,,500324524,11887333t,34451872,0000000121271967,495/4966,Q193769
Quirinus,Quirinus,Quirinus,Quirinus; Quirino,"ancien dieu romain, faisant partie avec Jupiter et Mars de la triade précapitoline",N/A,,N/A,,N/A,,,,,3677970,,,Q320333
Rachel,Rachel,Rachel,Rachel; Rachele,"personnage biblique, fille de Laban",personne au foyer,1729,N/A,1685,Canaan,,,,,16251571,,,Q207389
JeanRacine,Jean,Racine,Racine,auteur,,,,,,,,,,,,,
LattanzioRagnoni,Lattanzio,Ragnoni,Lattanzio Ragnoni; Lattantio,politicien italien,"juriste, personnalité politique",1509-03-10,Sienne,1559-02-16,Genève,,,,,42758324,0000000043811381,,Q3827553
MarcantonioRaimondi,Peter,Raimondi,Marc Anthoine Boulognois; Marc-Antoine Bolognois; MARCANTOINE BOLOGNOIS; Marc-Antoine Raimondi; Marcantonio Raimondi; Marc Antoine; Marc-Antoine; Marcantonio,orfèvre et graveur italien,"An important Renaissance engraver, Raimondi's first prints stem from ca. 1500-1505 and show both the influence of Bolognese engravers
            such as Francia and Lorenzo Costa, as well as Dürer. From ca. 1506-ca. 1508, he was in Venice, making a total of 74 prints after woodcuts
            by Dürer. During this period, he also made engravings after works by Giorgione and Michelangelo. By ca. 1510, Raimondi was in Rome and had
            befriended Raphael, who included Raimondi's portrait in his Vatican fresco depicting the Expulsion of Heliodorus. From ca. 1510-1520,
            Raimondi, influenced by Raphael, primarily engraved designs by the latter and his followers. His style matured, and featured more fluidity
            in depicting subjects in motion. Raimondi also collaborated with Baviera on prints that, evidence suggest, were reproduced many times.
            According to Vasari, the 1527 Sack of Rome left Raimondi destitute. His engravings cannot be accounted for beyond that date. Comment on
            works: copper engraver | ou simplement Marc-Antoine en français",1480-01-01,Molinella,1534-01-01,Bologne,Italie,,500030773,11957409s,86615512,0000000120531595,495/156671,Q728375
AgostinoRamelli,Agostino,Ramelli,Rameli,ingénieur,,1531,Ponte Tresa,1600-01-01,Paris,,,500059977,12129010h,59117624,0000000081378347,495/240329,Q395696
BartolommeoRamenghi,Bartolomeo,Ramenghi,Bartholomæo d’a Bagna Cavallo; Bartolomée Ramanghi,peintre italien,"He was probably working in the workshop of Francesco Francia in Bologna, ca. 1503. Raphael was the dominant influence on his later works;
            the claim the Ramenghi assisted Raphael on the decoration of the Vatican Logge is unsubstantiated. Comment on works: Religious",1484-01-01,Bagnacavallo,1542-01-01,Bologna,Bologne,,500015783,14957479c,71663115,0000000117697148,495/52584,Q740807
GiovanniBattistaRamenghi,Giovanni Battista,Ramenghi,Bagnacavallo Jr; Jean-Baptiste Bagnacavallo,peintre italien (1521-1601),,1521,Bagnacavallo,1601-11-09,Bologne,province de Bologne,,500118796,,60147560,0000000066370531,,Q5880111
RaphaelArchange,Raphaël,Raphaël,Raphaël; Ange Raphael; Rafaele,archange,N/A,,N/A,,N/A,,,,,37728471,,,Q56951
AntoineDeRatabon,Antoine de,Ratabon,Antoine de Ratabon; Monsieur de Ratabon,surintendant général des bâtiments du roi Louis XIV,N/A,1617-01-01,Montpellier,1670-03-12,Paris,France,,,,,,,Q2856920
Pordenone,Antonio,Regillo,"Pordenone, de' Sacchis; JEAN-ANTOINE REGILLO; Jean Antoine Licinio; Pordenone; Pordemon; PORDENON; Pordenon; Pordénon; Regillo",peintre italien,Italian artist. | dit il Pordenone Jean Antoine Licinio chez Monier,1484-01-01,Pordenone,1539-01-14,Ferrara,république de Venise,,500008696,12570304z,79122046,0000000103407680,495/19903,Q983352
RaffaeleRegio,Raphael,Regius,Raffaele Regio; RAPHAEL D'A REGIO,n/a,"écrivain ou écrivaine, humaniste, philologue",1450-01-01,Bergame,1520,Venise,république de Venise,,,14566130g,84081373,0000000110302553,495/36917,Q7294005
PierreLouisReichDePennautier,Pierre Louis,Reich de Pennautier,Pierre Louis de Reich de Pennautier; Monsieur de Penautier,financier et homme d'affaires français (1635-1711),receveur général du Clergé,1637,Pennautier,1711-08-02,Montpellier,royaume de France,,,,121996322,0000000080511011,,Q3386016
Remma,,Remma,Remma,,dieu (assyrien ?) mentionné par Lomazzo,,,,,,,,,,,,
Remus,Rémus,Remus,Rémus; Remus,"frère jumeau du fondateur et premier roi légendaire de Rome, Romulus",N/A,0771,Albe la Longue,0753,Rome,Rome antique,,,15127608j,27880394,,495/178392,Q1242632
